Stock,Weight
GOLDBEES,0.04429889947874344
HDFCBANK,0.0968706119250216
INDIGO,0.0
ITC,0.030936265116305442
LT,0.0
NESTLEIND,0.18742351731142703
ONGC,0.11200225704186492
SUNPHARMA,0.23041574874082035
TECHM,0.09499136513449709
TITAN,0.20306133525132017
