,min_variance,utility_ra2,utility_ra10,utility_ra50,max_sharpe,risk_parity,equal_weight,buy_and_hold_equal,nifty50
2025-01-31,-0.4992793522396463,-0.6527335463798095,-0.7611014286764863,-0.5993456583131992,-0.7445226906528267,-0.8936200367051178,-1.1015960697625697,-1.14149646338482,-1.3323964219701132
2025-02-01,-0.40297563229291916,-0.4145754138634139,-0.5862208194127494,-0.352429961839704,-0.5566814630071993,-0.6894004783383655,-0.9035908335703535,-0.9490507173008933,-1.1799359586753417
2025-02-03,-0.5071923312599547,-0.11204520336824936,-0.3381907527469657,-0.08106982301481741,-0.3143354965951129,-0.4816326228581658,-0.6999194310583992,-0.724574526459385,-0.8848772841489365
2025-02-04,-0.24923346147447178,0.14469168843615166,-0.10174452912610683,0.3063068019546053,-0.025173490808246466,-0.1457148611527042,-0.3647924421311636,-0.39835110093182713,-0.5749295756875196
2025-02-05,-0.24579762614908746,-0.16925494500827282,-0.4614104040177415,0.11303375034286828,-0.3288500887459314,-0.4100927635519573,-0.6744100099207088,-0.7048115227756537,-0.8112256908551841
2025-02-06,-0.31118139864901323,-0.2583973979418501,-0.5153502047852281,0.13508094193772088,-0.3590671382571154,-0.415129267457316,-0.6885616361281842,-0.7111948103978187,-0.7574444486526503
2025-02-07,-0.3873052920119883,-0.5188976569436471,-0.7462590598299405,-0.1122019542520808,-0.5618080594525484,-0.6580097264177704,-0.934736835706549,-0.9565142266883742,-0.9586482004423554
2025-02-10,-0.4588578168469432,-0.6658845875691407,-0.8487294522153357,-0.1719670370895711,-0.6495247535815831,-0.777031138990947,-1.083312107315155,-1.106474972314693,-1.0628138492854386
2025-02-11,-0.7609754462606406,-0.8629861846107582,-1.0335878489307482,-0.5204386445275538,-0.8929789390006436,-1.066804133056775,-1.3396204760183565,-1.3626422350017038,-1.1307465925528815
2025-02-12,-0.8185653630951814,-0.8871736744126255,-0.9867439625136945,-0.5484418399282202,-0.8778767549191036,-1.0910135389995985,-1.3578614518729601,-1.3857620918442148,-1.152098490891105
2025-02-13,-0.8107023791622765,-0.9342776460464564,-1.019276863008968,-0.6365749308510754,-0.9106509166243768,-1.3202844547907815,-1.6055049327983129,-1.6275659157856228,-1.4491591295111834
2025-02-14,-0.8702801091744459,-1.195577742408476,-1.2057745131497455,-0.8419879682241552,-1.120575644230194,-1.5283505738910192,-1.8158248912725106,-1.8361310115540097,-1.540322417016452
2025-02-17,-0.821723314307633,-1.1196646715919203,-1.256150523223471,-0.9812140743532072,-1.1971136219022862,-1.5823622576191634,-1.8382827526246577,-1.8660236774799206,-1.6049759948990368
2025-02-18,-0.8571780966448185,-1.010826520621342,-1.2175657511522715,-1.047111278399426,-1.1665720734054263,-1.641551924350002,-1.866475612233065,-1.88117634489452,-1.6630198835671297
2025-02-19,-0.9825270064624277,-0.9784832972646578,-1.2177081196104982,-1.1246359039642675,-1.1633806631672305,-1.7636717571455789,-1.9850185685954547,-1.9931707922721216,-1.6993333779192836
2025-02-20,-1.067784069537395,-0.8313150520015495,-1.168425720923139,-1.1594740606873102,-1.151593592855791,-1.7761826785949446,-1.982205446182532,-1.9959491995114305,-1.7210078009297989
2025-02-21,-1.1764459063898913,-1.2197209480602644,-1.495656799669133,-1.498043655056041,-1.4942183753248521,-2.076910055308112,-2.27918157553125,-2.2981836858859235,-1.9322626508376664
2025-02-24,-1.2332157185977044,-1.2419734354937897,-1.5428563628424286,-1.5818398842694636,-1.554099862398848,-2.1443913810172366,-2.374130803897459,-2.391365491290025,-2.0963318403596114
2025-02-25,-1.2675881587399704,-1.3962709156548685,-1.671743878432796,-1.639093999534346,-1.6710578823825497,-2.220718607126371,-2.4738010588771613,-2.4892474027640263,-2.1234328284085993
2025-02-27,-1.3221383005890839,-1.4534959125569453,-1.7624006722125034,-1.6978776448909179,-1.746635430153982,-2.297503601584604,-2.5443109767376133,-2.5573178449988725,-2.1926705716447508
2025-02-28,-1.6939922067873299,-1.6923495811558502,-2.1267832311492345,-2.095647121954758,-2.1208465517627615,-2.6705220047977236,-2.901917281827865,-2.916591991930636,-2.4999108499716205
2025-03-03,-1.7204414824661713,-1.5921320914984203,-2.1073052785532562,-2.069935121264267,-2.102639211222591,-2.6638287158690264,-2.8940173019134,-2.9078880002734273,-2.5317786964403757
2025-03-04,-1.7053737276155116,-1.5733664697705794,-2.106461127162236,-2.089349644776752,-2.0376860393044103,-2.7362788336683055,-2.9716810992649014,-2.980750281558069,-2.5589282378944573
2025-03-05,-1.5436664167138,-1.4337997881051172,-2.0284795279605308,-1.9344924513596884,-1.9186194299760448,-2.415781538615138,-2.6095417245266375,-2.627891511652143,-2.3028509928176177
2025-03-06,-1.4040445474286607,-1.4629475410456252,-2.0158871860493606,-1.886310747278756,-1.9066148732824455,-2.281475864922483,-2.4573723751732257,-2.5008593442762295,-2.1100874561581433
2025-03-07,-1.4360967701950302,-1.4159849041593746,-1.9540189147974574,-1.8400807530405452,-1.876070634767434,-2.175897965305595,-2.3329490908294197,-2.382021532790259,-1.9366115484721411
2025-03-10,-1.4345208676808519,-1.3999956156103468,-1.9158135168053925,-1.8344055586206547,-1.857518201872107,-2.282378906215962,-2.4465598933342627,-2.48496636020873,-2.0551069725246536
2025-03-11,-1.414241296274914,-1.4243773756116505,-1.9485791052316623,-1.9129363477851373,-1.9103438079088138,-2.336915598984078,-2.4838318074107395,-2.524434683844591,-2.0973324175626824
2025-03-12,-1.4584296425035073,-1.3353008374955981,-1.8834842514634864,-1.9358928906652804,-1.8334300653347329,-2.3546179728793306,-2.4737120330499973,-2.5202503976675596,-2.0414474211231455
2025-03-13,-1.4480838561622407,-1.5450222508080234,-2.142256630509668,-2.1748825764855346,-2.0975214590908235,-2.696546085747301,-2.8574151770629763,-2.8936629367407396,-2.4506918040733483
2025-03-17,-1.26065715291434,-1.4395960849851388,-2.034306035682542,-2.0633343891140172,-1.9759883867098105,-2.5887662107159857,-2.7474813464049386,-2.7841844759966023,-2.344102285693428
2025-03-18,-1.257415415752862,-1.4054942089140108,-1.9912462935535673,-2.082080185614839,-1.960466377090297,-2.584282247788416,-2.732966367699937,-2.7689477769774364,-2.0964934097119228
2025-03-19,-0.890332901594432,-1.2444942625356141,-1.796920288060166,-1.7419086193177933,-1.6544491786245938,-2.2241949842900826,-2.366412703244289,-2.411687604815733,-2.065761219631035
2025-03-20,-0.6458762425908517,-1.0067530018417983,-1.485837807889037,-1.3981665462125512,-1.3084973062470293,-1.874021129159643,-2.0143542687214935,-2.0709302258887745,-1.8241463962565319
2025-03-21,-0.5734793093426248,-0.9703703113758211,-1.4502334326408435,-1.4329039898414584,-1.3109834754713745,-1.825570507386814,-1.9270058527871265,-1.9847890857390054,-1.7339351973455683
2025-03-24,-0.5025198301674674,-0.9944628096130658,-1.4213965479385324,-1.5263413194115358,-1.3202841077206608,-1.8750676151719858,-1.9133564329316857,-1.9754299352862956,-1.7635871676741437
2025-03-25,-0.534758312615548,-1.07923850024727,-1.5628532970312896,-1.6467052523104782,-1.4179134789803922,-2.030869146028649,-2.065354439682102,-2.117913948195016,-1.851566628345104
2025-03-26,-0.6542417038796003,-1.1240728472255093,-1.6000120465731473,-1.7204822718751716,-1.4441134684069044,-2.1296278339045296,-2.178891363695202,-2.231283730581502,-1.9674924534349045
2025-03-27,-0.5669905469782058,-0.9632178200872947,-1.436955290885169,-1.6570432266526547,-1.27979832598569,-2.019335953576682,-2.051834742873145,-2.1005094046323682,-1.9337739006286971
2025-03-28,-0.5905946102799441,-0.9999109590909393,-1.4416341243013941,-1.8117753195589505,-1.3163873803783872,-2.186055224103671,-2.193078323226435,-2.2459223125137124,-2.119687700850538
2025-04-01,-0.6513687769011813,-1.2034376731880374,-1.5939770589540496,-1.9314494631444468,-1.5170599977715027,-2.350839062029188,-2.400827942648607,-2.4626348464039163,-2.3056628813906372
2025-04-02,-0.5820176583202578,-0.97466896661193,-1.2548743508230698,-1.5903289288793603,-1.1648645543970553,-2.0317506961717617,-2.0656337980752784,-2.122168461711202,-1.988183178052993
2025-04-03,-0.6002542386273593,-1.195143723644836,-1.3597773995817009,-1.6278233300526723,-1.280288615304737,-2.1153361517976603,-2.182028797705489,-2.2383869158494507,-2.0340152052462535
2025-04-04,-0.8436914541917545,-0.9230998587628054,-1.0935202988816466,-1.5714388358950946,-1.0539258835067535,-2.18400403166805,-2.2631978753526325,-2.298496548227885,-1.9615563133087066
2025-04-07,-1.174649256955531,-0.9504323143035955,-1.1997032773603704,-1.7785847393516394,-1.2203491374481992,-2.3749781529595766,-2.464650397712396,-2.492439799910856,-2.2024296157725396
2025-04-08,-0.9721181830017238,-0.7402217098378607,-0.9480328992751609,-1.4449957105180455,-0.9435874671531175,-1.9619658981465269,-2.033727362316039,-2.066438747534131,-1.7919939482621319
2025-04-09,-0.8687425650338065,-0.8596264337707101,-1.0805008691603315,-1.464031837262342,-1.0144486967689839,-2.1167509828665434,-2.273994628876881,-2.3028771786552986,-2.018752046150705
2025-04-11,-0.472736420401457,-0.8365848618127643,-0.997209068797554,-1.0679675809119584,-0.8414361504899465,-1.7617910456811012,-1.9986119540062304,-2.020719024800193,-1.678608586576235
2025-04-15,-0.2519027101592886,-0.46375457942144793,-0.5247196633642612,-0.6523372598191586,-0.396945063995301,-1.3286186830697597,-1.5308069338464314,-1.554383673994581,-1.334244148458004
2025-04-16,-0.1254294121744984,-0.6015813777338938,-0.6872738399398748,-0.675551046325029,-0.5213793405697721,-1.359267520582633,-1.5936589140506185,-1.6195979023133165,-1.2472559622192392
2025-04-17,0.07884948059975362,-0.6375215007070079,-0.6839629485842873,-0.6020847908824606,-0.49950119506274615,-1.2932025184404832,-1.5143113774749153,-1.5372694402826876,-1.0747962715775663
2025-04-21,0.23433578510539496,-0.5586650671050045,-0.5544426139390959,-0.4255961949415145,-0.33638358173883226,-1.0593826269765725,-1.274819069572163,-1.3002199003397032,-0.8696780772670422
2025-04-22,0.4175324055211722,-0.22825360333851455,-0.1781914492074866,-0.10790012350225844,-0.013565123196375798,-0.8805548027475861,-1.1351838581000855,-1.1394966419486525,-0.7983464996344215
2025-04-23,0.4118299965991377,-0.07090750623780268,-0.06458344862470537,0.01738303951303272,0.07219917131702336,-0.6343373299910179,-0.8508180664307858,-0.8706307640988933,-0.5833785719455762
2025-04-24,0.3645890754482104,-0.09848037481940734,-0.13432325009254747,-0.13541345190790174,-0.030011048290035727,-0.6944943058582127,-0.8959880471416102,-0.9117462640749393,-0.6890798223855638
2025-04-25,0.2426215004748214,-0.03221151956101759,-0.09631760273814373,-0.2101444414845366,-0.0760793973516795,-0.75841316115258,-0.9375786531906577,-0.9540908142172944,-0.7647929914812891
2025-04-28,0.306612607762952,0.1355830468193413,0.1314095334790693,-0.013615017897331081,0.12300114297116747,-0.4705333433284916,-0.6044753478293938,-0.6279768983634377,-0.4255741749149027
2025-04-29,0.2923138739598107,-0.02827623907594237,-0.01115742632648001,-0.03447669313895401,0.02060895849399642,-0.48639502708469085,-0.6412347632651114,-0.6658415516768834,-0.4006509476552491
2025-04-30,0.2970060264119438,-0.18177618172555707,-0.11822281673969771,0.08223506491591148,-0.03526695677116214,-0.3943152210237469,-0.5933349019855216,-0.6156787090215408,-0.3812163758523916
2025-05-02,0.16254268400525365,-0.10074468282387662,-0.05466701898095187,0.030530485656237935,-0.0015323996170356331,-0.39705801910116717,-0.5525751352498665,-0.5755810241507459,-0.2509203936405653
2025-05-05,0.31206305397813877,0.35640986070428826,0.32121136843345033,0.19242781953079835,0.3240418210250452,-0.28589463890844036,-0.43670835003051733,-0.4491388001656155,-0.2769045577195389
2025-05-06,0.4775284383289534,0.29128278562907717,0.43524838377726205,0.2964247850015341,0.40510178789345824,-0.31670345228664676,-0.5537931805248956,-0.5590550896535078,-0.3967122285690809
2025-05-07,0.3940186280487618,0.38003251819444855,0.49425387236894286,0.19322302254811144,0.43023594416474426,-0.33758599509733994,-0.526585908125748,-0.5367295501903255,-0.3054116658878206
2025-05-08,0.28889220816941324,0.25745805081986806,0.4040696503571394,0.15433960577544725,0.3263431910591742,-0.3946370234651463,-0.6006362894319325,-0.6036439777550281,-0.30805927613212886
2025-05-09,0.20235282962255435,0.17833129454823107,0.24720803385375467,-0.05063807945818646,0.17601348287060312,-0.4563550312692476,-0.6288670931655249,-0.6550514616643283,-0.5153186282326895
2025-05-12,0.6462647552557844,0.7533847372440458,0.698229185949504,0.4350155988100571,0.6655971126838879,0.1074300520708205,-0.02852676849133918,-0.06205787958408842,0.18040458580620147
2025-05-13,0.5181397495797432,0.6983556185609793,0.6397825433108315,0.3759397903027036,0.6011965692784846,0.009017242982692889,-0.1371915594395311,-0.1690754703537419,-0.11981243500615796
