Stock,Weight,Percentage
GOLDBEES,0.11072489339375256,11.072489339375256
HDFCBANK,0.0,0.0
INDIGO,0.0,0.0
ITC,0.0,0.0
LT,0.010504421194978547,1.0504421194978546
NESTLEIND,0.21179618103290845,21.179618103290846
ONGC,0.16457682351661423,16.457682351661422
SUNPHARMA,0.21179618103290845,21.179618103290846
TECHM,0.07880531879592935,7.880531879592935
TITAN,0.21179618103290845,21.179618103290846
