,min_variance,utility_ra2,utility_ra10,utility_ra50,max_sharpe,risk_parity,equal_weight,buy_and_hold_equal,nifty50
2024-10-14,0.0,-0.020317978646681945,-0.02739761067935942,-0.02456267415484259,-0.020442915485185398,-0.02873524156249785,-0.028643286959253778,-0.028700722861644046,-0.04150516687579142
2024-10-15,0.0,-0.017123189277282402,-0.02597734908822047,-0.025062978414192805,-0.020456220739097364,-0.030616077299458477,-0.030612578073946684,-0.03049211442249722,-0.04419815866025534
2024-10-16,0.0,-0.034766324637821255,-0.03964078853012454,-0.02968676760235034,-0.02836445064830251,-0.03513571047785946,-0.03616704479366073,-0.036281458779603315,-0.04748045426011538
2024-10-17,0.0,-0.04884290038637085,-0.052443711979466956,-0.03864564822927452,-0.0386246938039535,-0.04201062854872606,-0.042274715709394006,-0.04265592788615036,-0.05592761412117975
2024-10-18,0.0,-0.04789104582181569,-0.04977133103005771,-0.034389313421666845,-0.03403031214507091,-0.040564053311613835,-0.04131164695702838,-0.04177979668818199,-0.05195290516350837
2024-10-21,0.0,-0.06515973650963769,-0.06453959583632363,-0.03829334266521822,-0.04338449634750241,-0.044660665841434355,-0.04727874277906352,-0.047689976392905065,-0.05473559628978497
2024-10-22,0.0,-0.07763456532174684,-0.07566244421999768,-0.04417107729482295,-0.05200812903527963,-0.05335351169029634,-0.057815933825620336,-0.05786825067682588,-0.06652226860661614
2024-10-23,0.0,-0.06039006484643428,-0.0660213267315164,-0.043673231891775854,-0.04547978822201271,-0.053148986839210544,-0.05681537937951775,-0.05662328733955879,-0.06791834499052274
2024-10-24,0.0,-0.056600326933758716,-0.06283286556926626,-0.05068154208767417,-0.04632983327939,-0.05908834219666537,-0.06063021066875984,-0.06056052019108471,-0.06929534908912705
2024-10-25,0.0,-0.06845268728440224,-0.07298557246827553,-0.05405798279497398,-0.054151226977854905,-0.06440677572797138,-0.06792921361013282,-0.06749380261290594,-0.07763373732307666
2024-10-28,0.0,-0.08286005753713699,-0.0828881852350003,-0.05111677511204704,-0.05898448994200467,-0.062157570435135145,-0.0673808691571327,-0.0668393074762974,-0.07159355946805612
2024-10-29,0.0,-0.08797699622189259,-0.09046454868752951,-0.05186915015130933,-0.06451373828777485,-0.060398203908896386,-0.06424671374074442,-0.06415557679208717,-0.06672252760229047
2024-10-30,0.0,-0.08894574290167945,-0.091882381877885,-0.049325585296324026,-0.06302195347778061,-0.05898449201090328,-0.06374785507324654,-0.06381571220995186,-0.07152874349847405
2024-10-31,0.0,-0.09357332131532003,-0.09603769803257589,-0.05465479515484872,-0.06697904539308996,-0.06387399033410679,-0.06827337218754737,-0.06868793778869087,-0.07669733281540159
2024-11-01,-0.0010000000000000009,-0.08978808230035784,-0.09226729425994529,-0.05198099320615701,-0.06381536456161419,-0.06113694711819884,-0.06511301395307345,-0.06553165385430948,-0.07292102032554315
2024-11-04,-0.011689214602736309,-0.1052301702926649,-0.10695673800832761,-0.065976027586096,-0.07895429275983545,-0.0707679399661637,-0.07413937259197567,-0.07441025307883209,-0.08470769264237421
