Date,GOLDBEES,HDFCBANK,INDIGO,ITC,LT,NESTLEIND,ONGC,SUNPHARMA,TECHM,TITAN
2026-01-08,112.29000091552734,946.7000122070312,4906.5,333.9021911621094,4028.39990234375,1299.8818359375,226.09950256347656,1749.336669921875,1577.9000244140625,4249.0
2026-01-09,113.61000061035156,939.0,4844.0,330.22918701171875,4025.199951171875,1292.1236572265625,228.70811462402344,1718.7354736328125,1582.199951171875,4201.7998046875
2026-01-12,116.76000213623047,936.9500122070312,4850.0,331.4535217285156,4019.0,1305.352294921875,230.29087829589844,1724.7960205078125,1586.0999755859375,4231.60009765625
2026-01-13,116.37000274658203,937.3499755859375,4759.5,327.8294982910156,3887.39990234375,1311.618408203125,238.1753387451172,1717.5430908203125,1614.800048828125,4239.2001953125
2026-01-14,118.01000213623047,925.4500122070312,4733.0,327.8784484863281,3865.800048828125,1300.0806884765625,242.5230255126953,1689.723876953125,1588.5,4221.5
2026-01-15,118.01000213623047,925.4500122070312,4733.0,327.8784484863281,3865.800048828125,1300.0806884765625,242.5230255126953,1689.723876953125,1588.5,4221.5
2026-01-16,117.77999877929688,931.0999755859375,4740.0,322.4423828125,3856.39990234375,1308.83349609375,241.48739624023438,1658.129150390625,1670.5,4196.89990234375
2026-01-19,121.0999984741211,927.9000244140625,4941.5,326.3602600097656,3869.800048828125,1308.5350341796875,237.520751953125,1664.587158203125,1718.300048828125,4144.10009765625
2026-01-20,125.86000061035156,931.2000122070312,4790.0,319.6018981933594,3810.5,1288.7418212890625,234.86328125,1603.384765625,1678.5,4075.5
2026-01-21,134.97000122070312,920.3499755859375,4857.5,318.0837097167969,3766.5,1276.3089599609375,236.79776000976562,1602.4906005859375,1686.699951171875,4079.199951171875
2026-01-22,124.33999633789062,918.7000122070312,4909.0,318.1816711425781,3793.800048828125,1298.986572265625,238.40005493164062,1623.653076171875,1687.4000244140625,4018.60009765625
2026-01-23,127.41999816894531,916.0999755859375,4704.5,316.76141357421875,3743.800048828125,1286.8521728515625,239.8264923095703,1621.367919921875,1701.0999755859375,4021.800048828125
2026-01-27,131.4499969482422,926.4000244140625,4769.0,312.1089172363281,3787.800048828125,1296.3011474609375,242.2494659423828,1628.32275390625,1745.0999755859375,3997.0
2026-01-28,135.82000732421875,932.7000122070312,4749.0,314.5576171875,3794.0,1285.4595947265625,262.4051513671875,1600.205322265625,1762.9000244140625,3975.199951171875
2026-01-29,146.52999877929688,935.5,4621.0,312.0599670410156,3932.89990234375,1280.9837646484375,269.0586242675781,1579.04296875,1768.4000244140625,3939.699951171875
2026-01-30,131.1199951171875,929.25,4596.5,315.5370788574219,3932.300048828125,1325.244873046875,262.77642822265625,1585.004150390625,1743.0999755859375,3977.39990234375
2026-02-02,118.66999816894531,928.0999755859375,4687.0,308.2400207519531,3921.300048828125,1301.2742919921875,248.1115264892578,1617.393798828125,1724.0,3953.199951171875
2026-02-03,125.19999694824219,948.7000122070312,4946.2001953125,310.1499938964844,4038.800048828125,1300.975830078125,251.09140014648438,1691.1148681640625,1716.5,4068.60009765625
2026-02-04,129.60000610351562,953.0999755859375,4960.7001953125,313.8500061035156,4087.10009765625,1296.2015380859375,260.8126525878906,1693.4000244140625,1645.300048828125,4144.0
2026-02-05,125.22000122070312,949.7000122070312,4932.2001953125,310.20001220703125,4063.300048828125,1296.5,263.01092529296875,1702.5999755859375,1646.199951171875,4097.60009765625
2026-02-06,125.04000091552734,941.0999755859375,4909.39990234375,325.79998779296875,4068.10009765625,1303.300048828125,262.7666931152344,1695.0999755859375,1619.9000244140625,4141.0
2026-02-09,127.9800033569336,937.25,4964.10009765625,322.79998779296875,4113.60009765625,1295.5999755859375,260.470703125,1704.5999755859375,1621.699951171875,4257.7998046875
2026-02-10,128.33999633789062,932.4000244140625,4960.39990234375,321.3999938964844,4169.0,1308.5999755859375,265.8930969238281,1707.800048828125,1644.5999755859375,4269.10009765625
2026-02-11,128.6999969482422,927.0999755859375,5013.7998046875,318.25,4170.39990234375,1305.300048828125,268.2867736816406,1711.0999755859375,1634.4000244140625,4249.10009765625
2026-02-12,128.52000427246094,920.5999755859375,4982.7998046875,317.45001220703125,4185.89990234375,1305.5,269.9965515136719,1714.9000244140625,1536.5999755859375,4275.7998046875
2026-02-13,126.0999984741211,903.9000244140625,4929.2001953125,313.75,4173.89990234375,1282.5999755859375,261.2522888183594,1697.5,1534.4000244140625,4179.2001953125
2026-02-16,126.91999816894531,925.7999877929688,4940.7998046875,317.95001220703125,4201.5,1289.800048828125,265.306884765625,1700.5,1512.699951171875,4181.10009765625
2026-02-17,124.58000183105469,925.7000122070312,4977.0,325.45001220703125,4279.7998046875,1285.300048828125,265.6000061035156,1717.0999755859375,1523.800048828125,4236.39990234375
2026-02-18,124.63999938964844,924.7000122070312,4980.39990234375,332.45001220703125,4325.89990234375,1300.9000244140625,264.6000061035156,1724.4000244140625,1504.800048828125,4248.60009765625
2026-02-19,127.08999633789062,915.5999755859375,4815.10009765625,326.0,4280.5,1278.5,274.6499938964844,1713.4000244140625,1479.300048828125,4198.2001953125
2026-02-20,127.54000091552734,911.8499755859375,4854.60009765625,327.0,4380.60009765625,1293.800048828125,278.6499938964844,1724.4000244140625,1456.9000244140625,4236.39990234375
2026-02-23,130.0,923.5999755859375,4862.2001953125,325.3999938964844,4418.10009765625,1315.0999755859375,275.6499938964844,1732.300048828125,1440.9000244140625,4272.7001953125
2026-02-24,131.22000122070312,910.5,4850.2998046875,323.5,4259.2001953125,1320.0,276.5,1731.800048828125,1345.4000244140625,4294.5
2026-02-25,131.69000244140625,907.5999755859375,4947.39990234375,319.75,4298.5,1323.4000244140625,277.45001220703125,1764.199951171875,1361.800048828125,4325.0
2026-02-26,130.47999572753906,898.5999755859375,4933.5,318.29998779296875,4286.5,1318.0,280.1000061035156,1785.699951171875,1361.800048828125,4342.60009765625
2026-02-27,131.60000610351562,887.75,4827.2001953125,313.6000061035156,4278.2998046875,1291.699951171875,279.70001220703125,1737.0,1357.800048828125,4327.5
2026-03-02,138.32000732421875,879.4000244140625,4520.39990234375,314.8999938964844,4066.699951171875,1279.699951171875,282.20001220703125,1752.5,1345.4000244140625,4270.2998046875
2026-03-04,133.9600067138672,868.6500244140625,4392.89990234375,311.95001220703125,3882.60009765625,1245.300048828125,276.95001220703125,1750.5,1351.199951171875,4204.39990234375
2026-03-05,132.24000549316406,877.75,4512.7998046875,311.5,4038.699951171875,1250.9000244140625,276.3500061035156,1784.5,1333.300048828125,4275.2001953125
2026-03-06,130.82000732421875,857.0499877929688,4404.10009765625,309.70001220703125,3949.800048828125,1252.4000244140625,278.95001220703125,1799.4000244140625,1331.699951171875,4244.60009765625
2026-03-09,131.35000610351562,840.7000122070312,4236.7001953125,306.0,3842.10009765625,1235.800048828125,270.79998779296875,1807.4000244140625,1336.300048828125,4159.2001953125
