Date,Close
2023-06-26,798.6417236328125
2023-06-27,803.000732421875
2023-06-28,799.9641723632812
2023-06-30,819.7023315429688
2023-07-03,823.4247436523438
2023-07-04,819.9962158203125
2023-07-05,837.3345336914062
2023-07-06,837.9224243164062
2023-07-07,831.0703735351562
2023-07-10,839.2533569335938
2023-07-11,841.1265869140625
2023-07-12,842.5068359375
2023-07-13,846.0067138671875
2023-07-14,854.978515625
2023-07-17,854.0911865234375
2023-07-18,858.1827392578125
2023-07-19,843.4927368164062
2023-07-20,839.5983276367188
2023-07-21,840.140625
2023-07-24,840.1900024414062
2023-07-25,855.3236083984375
2023-07-26,864.09814453125
2023-07-27,885.0486450195312
2023-07-28,890.1260375976562
2023-07-31,918.3230590820312
2023-08-01,920.3934326171875
2023-08-02,892.8866577148438
2023-08-03,895.5978393554688
2023-08-04,899.6893920898438
2023-08-07,897.37255859375
2023-08-08,892.9852294921875
2023-08-09,949.5269775390625
2023-08-10,937.1045532226562
2023-08-11,957.7100830078125
2023-08-14,938.041259765625
2023-08-16,946.6185913085938
2023-08-17,942.7243041992188
2023-08-18,957.0692138671875
2023-08-21,966.2380981445312
2023-08-22,992.5125732421875
2023-08-23,1021.3009643554688
2023-08-24,1026.6741943359375
2023-08-25,1008.2870483398438
2023-08-28,1034.41357421875
2023-08-29,1055.01904296875
2023-08-30,1042.2515869140625
2023-08-31,1055.265625
2023-09-01,1063.5965576171875
2023-09-04,1069.9556884765625
2023-09-05,1081.934326171875
2023-09-06,1083.5118408203125
2023-09-07,1090.75830078125
2023-09-08,1089.8216552734375
2023-09-11,1099.4833984375
2023-09-12,1059.5048828125
2023-09-13,1065.864013671875
2023-09-14,1092.5821533203125
2023-09-15,1118.4129638671875
2023-09-18,1105.743896484375
2023-09-20,1112.3494873046875
2023-09-21,1083.3148193359375
2023-09-22,1075.5750732421875
2023-09-25,1090.6597900390625
2023-09-26,1071.976806640625
2023-09-27,1074.3427734375
2023-09-28,1068.378173828125
2023-09-29,1076.216064453125
2023-10-03,1068.42724609375
2023-10-04,1045.9486083984375
2023-10-05,1054.7725830078125
2023-10-06,1076.5118408203125
2023-10-09,1069.0682373046875
2023-10-10,1093.7158203125
2023-10-11,1098.6453857421875
2023-10-12,1101.89892578125
2023-10-13,1102.1453857421875
2023-10-16,1106.53271484375
2023-10-17,1105.3988037109375
2023-10-18,1090.5115966796875
2023-10-19,1079.3216552734375
2023-10-20,1055.95556640625
2023-10-23,1041.5614013671875
2023-10-25,1014.2518920898438
2023-10-26,1003.2589111328125
2023-10-27,1010.5546264648438
2023-10-30,1013.857421875
2023-10-31,1004.9843139648438
2023-11-01,1012.7728881835938
2023-11-02,1017.4066162109375
2023-11-03,1016.3222045898438
2023-11-06,1060.5401611328125
2023-11-07,1039.9346923828125
2023-11-08,1019.4278564453125
2023-11-09,1018.3433227539062
2023-11-10,1025.836181640625
2023-11-13,1016.6671752929688
2023-11-15,1046.8360595703125
2023-11-16,1042.3502197265625
2023-11-17,1045.4556884765625
2023-11-20,1052.209228515625
2023-11-21,1062.561279296875
2023-11-22,1081.29345703125
2023-11-23,1078.92724609375
2023-11-24,1099.82861328125
2023-11-28,1081.6385498046875
2023-11-29,1098.990478515625
2023-11-30,1104.4622802734375
2023-12-01,1140.2015380859375
2023-12-04,1140.8914794921875
2023-12-05,1154.0040283203125
2023-12-06,1152.6239013671875
2023-12-07,1147.9407958984375
2023-12-08,1160.560302734375
2023-12-11,1176.48291015625
2023-12-12,1170.074462890625
2023-12-13,1177.025146484375
2023-12-14,1184.1728515625
2023-12-15,1179.8348388671875
2023-12-18,1189.792724609375
2023-12-19,1203.6937255859375
2023-12-20,1159.5745849609375
2023-12-21,1167.2645263671875
2023-12-22,1184.813720703125
2023-12-26,1209.658447265625
2023-12-27,1201.4261474609375
2023-12-28,1228.0950927734375
